"Contestant","Year","Source_country","Points","Vote_type","Points_type","country_code","latitude","longitude","country_code_2","Flag"
"Armenia",2023,"Poland",1,"Jury","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Armenia",2023,"Cyprus",4,"Jury","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Armenia",2023,"Switzerland",5,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Armenia",2023,"Spain",3,"Jury","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Armenia",2023,"Georgia",10,"Jury","High","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Armenia",2023,"Czechia",8,"Jury","High","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Armenia",2023,"Albania",10,"Jury","High","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Armenia",2023,"United Kingdom",3,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Moldova",2023,"San Marino",3,"Jury","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Moldova",2023,"Croatia",2,"Jury","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Moldova",2023,"Romania",7,"Jury","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Moldova",2023,"Norway",8,"Jury","High","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Ukraine",2023,"Italy",10,"Jury","High","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Ukraine",2023,"Latvia",4,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Ukraine",2023,"Moldova",6,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Ukraine",2023,"Azerbaijan",2,"Jury","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Ukraine",2023,"France",1,"Jury","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Ukraine",2023,"Estonia",7,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Ukraine",2023,"Armenia",3,"Jury","Low","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Ukraine",2023,"Israel",7,"Jury","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Ukraine",2023,"Czechia",12,"Jury","High","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Ukraine",2023,"Lithuania",2,"Jury","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Norway",2023,"Malta",2,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Norway",2023,"San Marino",1,"Jury","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Norway",2023,"Germany",6,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Norway",2023,"Portugal",1,"Jury","Low","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Norway",2023,"Armenia",4,"Jury","Low","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Norway",2023,"Iceland",4,"Jury","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Norway",2023,"Switzerland",4,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Norway",2023,"Denmark",10,"Jury","High","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Norway",2023,"Spain",2,"Jury","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Norway",2023,"Israel",10,"Jury","High","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Norway",2023,"Sweden",8,"Jury","High","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Germany",2023,"Iceland",2,"Jury","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Germany",2023,"Czechia",1,"Jury","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Lithuania",2023,"Ukraine",10,"Jury","High","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Lithuania",2023,"Italy",3,"Jury","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Lithuania",2023,"Latvia",7,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Lithuania",2023,"Malta",4,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Lithuania",2023,"Ireland",1,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Lithuania",2023,"San Marino",8,"Jury","High","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Lithuania",2023,"Austria",7,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Lithuania",2023,"Germany",1,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Lithuania",2023,"Estonia",1,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Lithuania",2023,"Poland",3,"Jury","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Lithuania",2023,"Australia",10,"Jury","High","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Lithuania",2023,"Denmark",4,"Jury","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Lithuania",2023,"Georgia",6,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Lithuania",2023,"Slovenia",8,"Jury","High","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Lithuania",2023,"United Kingdom",8,"Jury","High","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Israel",2023,"Ukraine",1,"Jury","Low","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Israel",2023,"Italy",12,"Jury","High","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Israel",2023,"Latvia",5,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Israel",2023,"Netherlands",2,"Jury","Low","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Israel",2023,"Malta",7,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Israel",2023,"Ireland",7,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Israel",2023,"Azerbaijan",12,"Jury","High","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Israel",2023,"France",12,"Jury","High","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Israel",2023,"Belgium",10,"Jury","High","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Israel",2023,"Croatia",8,"Jury","High","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Israel",2023,"Estonia",4,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Israel",2023,"Armenia",12,"Jury","High","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Israel",2023,"Poland",12,"Jury","High","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Israel",2023,"Romania",4,"Jury","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Israel",2023,"Serbia",10,"Jury","High","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Israel",2023,"Cyprus",7,"Jury","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Israel",2023,"Norway",3,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Israel",2023,"Switzerland",1,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Israel",2023,"Spain",8,"Jury","High","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Israel",2023,"Sweden",5,"Jury","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Israel",2023,"Georgia",7,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Israel",2023,"Greece",8,"Jury","High","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Israel",2023,"Albania",6,"Jury","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Israel",2023,"Lithuania",10,"Jury","High","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Israel",2023,"United Kingdom",4,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Slovenia",2023,"Ukraine",3,"Jury","Low","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Slovenia",2023,"Austria",6,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Slovenia",2023,"Croatia",5,"Jury","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Slovenia",2023,"Serbia",12,"Jury","High","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Slovenia",2023,"Czechia",6,"Jury","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Slovenia",2023,"United Kingdom",1,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Croatia",2023,"Portugal",3,"Jury","Low","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Croatia",2023,"Serbia",8,"Jury","High","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"United Kingdom",2023,"Ukraine",4,"Jury","Low","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"United Kingdom",2023,"Ireland",2,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"United Kingdom",2023,"Finland",4,"Jury","Low","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"United Kingdom",2023,"Denmark",1,"Jury","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"United Kingdom",2023,"Sweden",4,"Jury","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Belgium",2016,"Iceland",3,"Televote","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Belgium",2016,"Denmark",8,"Televote","High","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Belgium",2016,"France",4,"Televote","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Belgium",2016,"Netherlands",12,"Televote","High","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Belgium",2016,"Israel",1,"Televote","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Belgium",2016,"Norway",2,"Televote","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Belgium",2016,"Australia",12,"Televote","High","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Belgium",2016,"Serbia",5,"Televote","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Belgium",2016,"Macedonia",4,"Televote","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Netherlands",2016,"Austria",6,"Televote","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Netherlands",2016,"Iceland",6,"Televote","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Netherlands",2016,"Malta",3,"Televote","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Netherlands",2016,"Denmark",7,"Televote","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Netherlands",2016,"Germany",3,"Televote","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Netherlands",2016,"Belgium",10,"Televote","High","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Netherlands",2016,"Hungary",2,"Televote","Low","HUN",47.1625,19.5033,"hu","https://public.flourish.studio/country-flags/svg/hu.svg"
"Netherlands",2016,"Sweden",2,"Televote","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Azerbaijan",2016,"Iceland",1,"Televote","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Azerbaijan",2016,"Czech Republic",6,"Televote","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Azerbaijan",2016,"Georgia",7,"Televote","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Azerbaijan",2016,"Bosnia and Herzegovina",8,"Televote","High","BIH",43.9159,17.6791,"ba","https://public.flourish.studio/country-flags/svg/ba.svg"
"Azerbaijan",2016,"Malta",6,"Televote","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Azerbaijan",2016,"Moldova",8,"Televote","High","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Azerbaijan",2016,"Bulgaria",1,"Televote","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Azerbaijan",2016,"Latvia",3,"Televote","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Azerbaijan",2016,"Israel",2,"Televote","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Azerbaijan",2016,"Belarus",8,"Televote","High","BLR",53.9006,27.5766,"by","https://public.flourish.studio/country-flags/svg/by.svg"
"Azerbaijan",2016,"Russia",6,"Televote","Low","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Azerbaijan",2016,"Ukraine",10,"Televote","High","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Azerbaijan",2016,"Montenegro",7,"Televote","Low","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"Hungary",2016,"Azerbaijan",7,"Televote","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Hungary",2016,"San Marino",1,"Televote","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Hungary",2016,"Czech Republic",3,"Televote","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Hungary",2016,"Georgia",2,"Televote","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Hungary",2016,"Bosnia and Herzegovina",1,"Televote","Low","BIH",43.9159,17.6791,"ba","https://public.flourish.studio/country-flags/svg/ba.svg"
"Hungary",2016,"Malta",5,"Televote","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Hungary",2016,"Armenia",3,"Televote","Low","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Hungary",2016,"Cyprus",4,"Televote","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Hungary",2016,"Belarus",3,"Televote","Low","BLR",53.9006,27.5766,"by","https://public.flourish.studio/country-flags/svg/by.svg"
"Hungary",2016,"Croatia",3,"Televote","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Hungary",2016,"Greece",2,"Televote","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Hungary",2016,"Lithuania",2,"Televote","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Hungary",2016,"Serbia",10,"Televote","High","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Hungary",2016,"Albania",1,"Televote","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Hungary",2016,"Poland",6,"Televote","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Hungary",2016,"Montenegro",3,"Televote","Low","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"Italy",2016,"Malta",7,"Televote","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Italy",2016,"Spain",3,"Televote","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Italy",2016,"Switzerland",7,"Televote","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Italy",2016,"Germany",1,"Televote","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Italy",2016,"Macedonia",1,"Televote","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Italy",2016,"Albania",10,"Televote","High","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Italy",2016,"Slovenia",1,"Televote","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Italy",2016,"Montenegro",4,"Televote","Low","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"Israel",2016,"Azerbaijan",6,"Televote","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Israel",2016,"France",3,"Televote","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Israel",2016,"Bulgaria",2,"Televote","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Bulgaria",2016,"Austria",5,"Televote","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Bulgaria",2016,"Azerbaijan",8,"Televote","High","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
