"Contestant","Year","Source_country","Points","Vote_type","Points_type","country_code","latitude","longitude"
"Australia",2018,"France",10,"Jury","High","FRA",46.6034,2.2137
"Australia",2018,"Armenia",2,"Jury","Low","ARM",40.0691,45.0382
"Australia",2018,"Hungary",7,"Jury","Low","HUN",47.1625,19.5033
"Australia",2018,"Germany",7,"Jury","Low","DEU",51.1657,10.4515
"Australia",2018,"Russia",5,"Jury","Low","RUS",61.524,105.3188
"Australia",2018,"Israel",7,"Jury","Low","ISR",31.0461,34.8516
"Australia",2018,"Poland",4,"Jury","Low","POL",51.9194,19.1451
"Finland",2018,"Macedonia",5,"Jury","Low","MKD",41.6086,21.7453
"Finland",2018,"United Kingdom",4,"Jury","Low","GBR",55.3781,-3.436
"Finland",2018,"Sweden",3,"Jury","Low","SWE",60.1282,18.6435
"Finland",2018,"Czech Republic",3,"Jury","Low","CZE",49.8175,15.473
"Finland",2018,"Estonia",2,"Jury","Low","EST",58.5953,25.0136
"Finland",2018,"Israel",6,"Jury","Low","ISR",31.0461,34.8516
"Bulgaria",2018,"Azerbaijan",5,"Jury","Low","AZE",40.1431,47.5769
"Bulgaria",2018,"Malta",2,"Jury","Low","MLT",35.9375,14.3754
"Bulgaria",2018,"Georgia",6,"Jury","Low","GEO",42.3154,43.3569
"Bulgaria",2018,"Austria",6,"Jury","Low","AUT",47.5162,14.5501
"Bulgaria",2018,"Denmark",1,"Jury","Low","DNK",56.2639,9.5018
"Bulgaria",2018,"United Kingdom",8,"Jury","High","GBR",55.3781,-3.436
"Bulgaria",2018,"Sweden",6,"Jury","Low","SWE",60.1282,18.6435
"Bulgaria",2018,"Albania",8,"Jury","High","ALB",41.1533,20.1683
"Bulgaria",2018,"Croatia",7,"Jury","Low","HRV",45.1,15.2
"Bulgaria",2018,"Ireland",10,"Jury","High","IRL",53.4129,-8.2439
"Bulgaria",2018,"Czech Republic",4,"Jury","Low","CZE",49.8175,15.473
"Bulgaria",2018,"Moldova",8,"Jury","High","MDA",47.4116,28.3699
"Bulgaria",2018,"Estonia",7,"Jury","Low","EST",58.5953,25.0136
"Bulgaria",2018,"Finland",10,"Jury","High","FIN",61.9241,25.7482
"Bulgaria",2018,"Switzerland",2,"Jury","Low","CHE",46.8182,8.2275
"Bulgaria",2018,"Israel",1,"Jury","Low","ISR",31.0461,34.8516
"Bulgaria",2018,"Poland",2,"Jury","Low","POL",51.9194,19.1451
"Bulgaria",2018,"Portugal",7,"Jury","Low","PRT",39.3999,-8.2245
"Moldova",2018,"Azerbaijan",7,"Jury","Low","AZE",40.1431,47.5769
"Moldova",2018,"San Marino",7,"Jury","Low","SMR",43.9334,12.4578
"Moldova",2018,"Albania",2,"Jury","Low","ALB",41.1533,20.1683
"Moldova",2018,"Croatia",8,"Jury","High","HRV",45.1,15.2
"Moldova",2018,"Romania",7,"Jury","Low","ROU",45.9432,24.9668
"Moldova",2018,"Australia",2,"Jury","Low","AUS",-25.2744,133.7751
"Moldova",2018,"Serbia",5,"Jury","Low","SRB",44.0165,20.907
"Moldova",2018,"Cyprus",10,"Jury","High","CYP",35.1264,33.4299
"Moldova",2018,"Armenia",10,"Jury","High","ARM",40.0691,45.0382
"Moldova",2018,"Greece",10,"Jury","High","GRC",39.0742,21.8243
"Moldova",2018,"Montenegro",8,"Jury","High","MNE",42.7087,19.3744
"Moldova",2018,"Russia",12,"Jury","High","RUS",61.524,105.3188
"Moldova",2018,"Slovenia",6,"Jury","Low","SVN",46.1512,14.9955
"Sweden",2018,"Ukraine",6,"Jury","Low","UKR",48.3794,31.1656
"Sweden",2018,"Belarus",1,"Jury","Low","BLR",53.9006,27.5766
"Sweden",2018,"San Marino",8,"Jury","High","SMR",43.9334,12.4578
"Sweden",2018,"Netherlands",8,"Jury","High","NLD",52.1326,5.2913
"Sweden",2018,"Macedonia",7,"Jury","Low","MKD",41.6086,21.7453
"Sweden",2018,"Malta",7,"Jury","Low","MLT",35.9375,14.3754
"Sweden",2018,"Georgia",12,"Jury","High","GEO",42.3154,43.3569
"Sweden",2018,"Spain",2,"Jury","Low","ESP",40.4637,-3.7492
"Sweden",2018,"Austria",8,"Jury","High","AUT",47.5162,14.5501
"Sweden",2018,"Denmark",4,"Jury","Low","DNK",56.2639,9.5018
"Sweden",2018,"United Kingdom",2,"Jury","Low","GBR",55.3781,-3.436
"Sweden",2018,"Latvia",12,"Jury","High","LVA",56.8796,24.6032
"Sweden",2018,"Albania",4,"Jury","Low","ALB",41.1533,20.1683
"Sweden",2018,"Czech Republic",8,"Jury","High","CZE",49.8175,15.473
"Sweden",2018,"Iceland",5,"Jury","Low","ISL",64.9631,-19.0208
"Sweden",2018,"Belgium",8,"Jury","High","BEL",50.5039,4.4699
"Sweden",2018,"Norway",10,"Jury","High","NOR",60.472,8.4689
"Sweden",2018,"France",5,"Jury","Low","FRA",46.6034,2.2137
"Sweden",2018,"Italy",1,"Jury","Low","ITA",41.8719,12.5674
"Sweden",2018,"Australia",12,"Jury","High","AUS",-25.2744,133.7751
"Sweden",2018,"Estonia",5,"Jury","Low","EST",58.5953,25.0136
"Sweden",2018,"Serbia",12,"Jury","High","SRB",44.0165,20.907
"Sweden",2018,"Cyprus",12,"Jury","High","CYP",35.1264,33.4299
"Sweden",2018,"Armenia",12,"Jury","High","ARM",40.0691,45.0382
"Sweden",2018,"Bulgaria",2,"Jury","Low","BGR",42.7339,25.4858
"Sweden",2018,"Greece",8,"Jury","High","GRC",39.0742,21.8243
"Sweden",2018,"Hungary",1,"Jury","Low","HUN",47.1625,19.5033
"Sweden",2018,"Germany",12,"Jury","High","DEU",51.1657,10.4515
"Sweden",2018,"Finland",8,"Jury","High","FIN",61.9241,25.7482
"Sweden",2018,"Russia",10,"Jury","High","RUS",61.524,105.3188
"Sweden",2018,"Switzerland",5,"Jury","Low","CHE",46.8182,8.2275
"Sweden",2018,"Israel",10,"Jury","High","ISR",31.0461,34.8516
"Sweden",2018,"Poland",6,"Jury","Low","POL",51.9194,19.1451
"Sweden",2018,"Lithuania",8,"Jury","High","LTU",55.1694,23.8813
"Sweden",2018,"Slovenia",12,"Jury","High","SVN",46.1512,14.9955
"Hungary",2018,"Azerbaijan",8,"Jury","High","AZE",40.1431,47.5769
"Hungary",2018,"Czech Republic",2,"Jury","Low","CZE",49.8175,15.473
"Hungary",2018,"Cyprus",4,"Jury","Low","CYP",35.1264,33.4299
"Hungary",2018,"Greece",6,"Jury","Low","GRC",39.0742,21.8243
"Hungary",2018,"Israel",3,"Jury","Low","ISR",31.0461,34.8516
"Hungary",2018,"Poland",3,"Jury","Low","POL",51.9194,19.1451
"Hungary",2018,"Lithuania",2,"Jury","Low","LTU",55.1694,23.8813
"Israel",2018,"Ukraine",10,"Jury","High","UKR",48.3794,31.1656
"Israel",2018,"Azerbaijan",1,"Jury","Low","AZE",40.1431,47.5769
"Israel",2018,"San Marino",12,"Jury","High","SMR",43.9334,12.4578
"Israel",2018,"Netherlands",5,"Jury","Low","NLD",52.1326,5.2913
"Israel",2018,"Macedonia",1,"Jury","Low","MKD",41.6086,21.7453
"Israel",2018,"Malta",6,"Jury","Low","MLT",35.9375,14.3754
"Israel",2018,"Georgia",3,"Jury","Low","GEO",42.3154,43.3569
"Israel",2018,"Spain",10,"Jury","High","ESP",40.4637,-3.7492
"Israel",2018,"Austria",12,"Jury","High","AUT",47.5162,14.5501
"Israel",2018,"Denmark",3,"Jury","Low","DNK",56.2639,9.5018
"Israel",2018,"United Kingdom",10,"Jury","High","GBR",55.3781,-3.436
"Israel",2018,"Sweden",7,"Jury","Low","SWE",60.1282,18.6435
"Israel",2018,"Albania",5,"Jury","Low","ALB",41.1533,20.1683
"Israel",2018,"Croatia",10,"Jury","High","HRV",45.1,15.2
"Israel",2018,"Ireland",7,"Jury","Low","IRL",53.4129,-8.2439
"Israel",2018,"Czech Republic",12,"Jury","High","CZE",49.8175,15.473
"Israel",2018,"Iceland",8,"Jury","High","ISL",64.9631,-19.0208
"Israel",2018,"Moldova",10,"Jury","High","MDA",47.4116,28.3699
"Israel",2018,"Belgium",6,"Jury","Low","BEL",50.5039,4.4699
"Israel",2018,"France",12,"Jury","High","FRA",46.6034,2.2137
"Israel",2018,"Italy",2,"Jury","Low","ITA",41.8719,12.5674
"Israel",2018,"Australia",6,"Jury","Low","AUS",-25.2744,133.7751
"Israel",2018,"Serbia",2,"Jury","Low","SRB",44.0165,20.907
"Israel",2018,"Armenia",8,"Jury","High","ARM",40.0691,45.0382
"Israel",2018,"Bulgaria",4,"Jury","Low","BGR",42.7339,25.4858
"Israel",2018,"Greece",4,"Jury","Low","GRC",39.0742,21.8243
"Israel",2018,"Hungary",6,"Jury","Low","HUN",47.1625,19.5033
"Israel",2018,"Germany",1,"Jury","Low","DEU",51.1657,10.4515
"Israel",2018,"Finland",12,"Jury","High","FIN",61.9241,25.7482
"Israel",2018,"Russia",8,"Jury","High","RUS",61.524,105.3188
"Israel",2018,"Switzerland",1,"Jury","Low","CHE",46.8182,8.2275
"Israel",2018,"Lithuania",6,"Jury","Low","LTU",55.1694,23.8813
"Israel",2018,"Slovenia",1,"Jury","Low","SVN",46.1512,14.9955
"Israel",2018,"Portugal",1,"Jury","Low","PRT",39.3999,-8.2245
"Netherlands",2018,"Ukraine",8,"Jury","High","UKR",48.3794,31.1656
"Netherlands",2018,"Georgia",5,"Jury","Low","GEO",42.3154,43.3569
"Netherlands",2018,"Austria",1,"Jury","Low","AUT",47.5162,14.5501
"Netherlands",2018,"Latvia",5,"Jury","Low","LVA",56.8796,24.6032
"Netherlands",2018,"Romania",8,"Jury","High","ROU",45.9432,24.9668
"Netherlands",2018,"Moldova",1,"Jury","Low","MDA",47.4116,28.3699
"Netherlands",2018,"Belgium",10,"Jury","High","BEL",50.5039,4.4699
"Netherlands",2018,"Norway",4,"Jury","Low","NOR",60.472,8.4689
"Netherlands",2018,"France",6,"Jury","Low","FRA",46.6034,2.2137
"Netherlands",2018,"Estonia",1,"Jury","Low","EST",58.5953,25.0136
"Netherlands",2018,"Serbia",7,"Jury","Low","SRB",44.0165,20.907
"Netherlands",2018,"Armenia",3,"Jury","Low","ARM",40.0691,45.0382
"Netherlands",2018,"Hungary",4,"Jury","Low","HUN",47.1625,19.5033
"Netherlands",2018,"Montenegro",3,"Jury","Low","MNE",42.7087,19.3744
"Netherlands",2018,"Germany",5,"Jury","Low","DEU",51.1657,10.4515
"Netherlands",2018,"Poland",8,"Jury","High","POL",51.9194,19.1451
"Netherlands",2018,"Lithuania",3,"Jury","Low","LTU",55.1694,23.8813
"Netherlands",2018,"Slovenia",7,"Jury","Low","SVN",46.1512,14.9955
"Ireland",2018,"San Marino",1,"Jury","Low","SMR",43.9334,12.4578
"Ireland",2018,"Spain",5,"Jury","Low","ESP",40.4637,-3.7492
"Ireland",2018,"Austria",4,"Jury","Low","AUT",47.5162,14.5501
"Ireland",2018,"United Kingdom",3,"Jury","Low","GBR",55.3781,-3.436
"Ireland",2018,"Sweden",4,"Jury","Low","SWE",60.1282,18.6435
"Ireland",2018,"Croatia",3,"Jury","Low","HRV",45.1,15.2
"Ireland",2018,"Czech Republic",10,"Jury","High","CZE",49.8175,15.473
"Ireland",2018,"Iceland",4,"Jury","Low","ISL",64.9631,-19.0208
"Ireland",2018,"Norway",1,"Jury","Low","NOR",60.472,8.4689
"Ireland",2018,"France",1,"Jury","Low","FRA",46.6034,2.2137
"Ireland",2018,"Italy",5,"Jury","Low","ITA",41.8719,12.5674
"Ireland",2018,"Australia",4,"Jury","Low","AUS",-25.2744,133.7751
"Ireland",2018,"Bulgaria",1,"Jury","Low","BGR",42.7339,25.4858
"Ireland",2018,"Hungary",3,"Jury","Low","HUN",47.1625,19.5033
"Ireland",2018,"Germany",8,"Jury","High","DEU",51.1657,10.4515
"Ireland",2018,"Finland",2,"Jury","Low","FIN",61.9241,25.7482
"Ireland",2018,"Switzerland",6,"Jury","Low","CHE",46.8182,8.2275
"Ireland",2018,"Poland",5,"Jury","Low","POL",51.9194,19.1451
"Ireland",2018,"Lithuania",4,"Jury","Low","LTU",55.1694,23.8813
"Cyprus",2018,"Azerbaijan",4,"Jury","Low","AZE",40.1431,47.5769
"Cyprus",2018,"Belarus",12,"Jury","High","BLR",53.9006,27.5766
"Cyprus",2018,"Netherlands",6,"Jury","Low","NLD",52.1326,5.2913
"Cyprus",2018,"Macedonia",10,"Jury","High","MKD",41.6086,21.7453
"Cyprus",2018,"Malta",12,"Jury","High","MLT",35.9375,14.3754
"Cyprus",2018,"Spain",12,"Jury","High","ESP",40.4637,-3.7492
"Cyprus",2018,"Denmark",5,"Jury","Low","DNK",56.2639,9.5018
"Cyprus",2018,"Sweden",12,"Jury","High","SWE",60.1282,18.6435
"Cyprus",2018,"Albania",10,"Jury","High","ALB",41.1533,20.1683
"Cyprus",2018,"Ireland",12,"Jury","High","IRL",53.4129,-8.2439
"Cyprus",2018,"Romania",5,"Jury","Low","ROU",45.9432,24.9668
"Cyprus",2018,"Iceland",2,"Jury","Low","ISL",64.9631,-19.0208
"Cyprus",2018,"Moldova",6,"Jury","Low","MDA",47.4116,28.3699
"Cyprus",2018,"Belgium",4,"Jury","Low","BEL",50.5039,4.4699
"Cyprus",2018,"Norway",5,"Jury","Low","NOR",60.472,8.4689
"Cyprus",2018,"Italy",3,"Jury","Low","ITA",41.8719,12.5674
"Cyprus",2018,"Estonia",8,"Jury","High","EST",58.5953,25.0136
"Cyprus",2018,"Armenia",7,"Jury","Low","ARM",40.0691,45.0382
"Cyprus",2018,"Bulgaria",3,"Jury","Low","BGR",42.7339,25.4858
"Cyprus",2018,"Greece",12,"Jury","High","GRC",39.0742,21.8243
"Cyprus",2018,"Montenegro",1,"Jury","Low","MNE",42.7087,19.3744
"Cyprus",2018,"Germany",3,"Jury","Low","DEU",51.1657,10.4515
"Cyprus",2018,"Finland",6,"Jury","Low","FIN",61.9241,25.7482
"Cyprus",2018,"Russia",7,"Jury","Low","RUS",61.524,105.3188
"Cyprus",2018,"Switzerland",7,"Jury","Low","CHE",46.8182,8.2275
"Cyprus",2018,"Lithuania",1,"Jury","Low","LTU",55.1694,23.8813
"Cyprus",2018,"Slovenia",8,"Jury","High","SVN",46.1512,14.9955
"Italy",2018,"San Marino",4,"Jury","Low","SMR",43.9334,12.4578
"Italy",2018,"Malta",10,"Jury","High","MLT",35.9375,14.3754
"Italy",2018,"Spain",3,"Jury","Low","ESP",40.4637,-3.7492
"Italy",2018,"Albania",12,"Jury","High","ALB",41.1533,20.1683
"Italy",2018,"Serbia",8,"Jury","High","SRB",44.0165,20.907
"Italy",2018,"Cyprus",8,"Jury","High","CYP",35.1264,33.4299
"Italy",2018,"Greece",1,"Jury","Low","GRC",39.0742,21.8243
"Italy",2018,"Montenegro",4,"Jury","Low","MNE",42.7087,19.3744
"Italy",2018,"Finland",4,"Jury","Low","FIN",61.9241,25.7482
"Italy",2018,"Russia",1,"Jury","Low","RUS",61.524,105.3188
"Italy",2018,"Portugal",4,"Jury","Low","PRT",39.3999,-8.2245
"Malta",2019,"Azerbaijan",10,"Jury","High","AZE",40.1431,47.5769
"Malta",2019,"North Macedonia",5,"Jury","Low","MKD",41.6086,21.7453
"Malta",2019,"Netherlands",8,"Jury","High","NLD",52.1326,5.2913
"Malta",2019,"Montenegro",6,"Jury","Low","MNE",42.7087,19.3744
"Malta",2019,"Poland",4,"Jury","Low","POL",51.9194,19.1451
"Malta",2019,"Italy",8,"Jury","High","ITA",41.8719,12.5674
"Malta",2019,"Moldova",1,"Jury","Low","MDA",47.4116,28.3699
"Malta",2019,"Belarus",12,"Jury","High","BLR",53.9006,27.5766
"Malta",2019,"Armenia",4,"Jury","Low","ARM",40.0691,45.0382
"Malta",2019,"Cyprus",3,"Jury","Low","CYP",35.1264,33.4299
"Malta",2019,"Russia",6,"Jury","Low","RUS",61.524,105.3188
"Malta",2019,"Germany",3,"Jury","Low","DEU",51.1657,10.4515
"Malta",2019,"Sweden",2,"Jury","Low","SWE",60.1282,18.6435
"Malta",2019,"Greece",5,"Jury","Low","GRC",39.0742,21.8243
"Malta",2019,"Latvia",1,"Jury","Low","LVA",56.8796,24.6032
"Malta",2019,"Czech Republic",3,"Jury","Low","CZE",49.8175,15.473
"Malta",2019,"Finland",1,"Jury","Low","FIN",61.9241,25.7482
"Malta",2019,"Slovenia",1,"Jury","Low","SVN",46.1512,14.9955
"Malta",2019,"Israel",4,"Jury","Low","ISR",31.0461,34.8516
"Albania",2019,"Azerbaijan",7,"Jury","Low","AZE",40.1431,47.5769
"Albania",2019,"Malta",2,"Jury","Low","MLT",35.9375,14.3754
"Albania",2019,"North Macedonia",8,"Jury","High","MKD",41.6086,21.7453
"Albania",2019,"San Marino",7,"Jury","Low","SMR",43.9334,12.4578
"Albania",2019,"Montenegro",8,"Jury","High","MNE",42.7087,19.3744
"Albania",2019,"Italy",1,"Jury","Low","ITA",41.8719,12.5674
"Albania",2019,"Romania",2,"Jury","Low","ROU",45.9432,24.9668
"Albania",2019,"Cyprus",2,"Jury","Low","CYP",35.1264,33.4299
"Albania",2019,"Russia",3,"Jury","Low","RUS",61.524,105.3188
"Albania",2019,"Greece",3,"Jury","Low","GRC",39.0742,21.8243
"Czech Republic",2019,"Portugal",10,"Jury","High","PRT",39.3999,-8.2245
"Czech Republic",2019,"Netherlands",4,"Jury","Low","NLD",52.1326,5.2913
"Czech Republic",2019,"Montenegro",1,"Jury","Low","MNE",42.7087,19.3744
"Czech Republic",2019,"Estonia",8,"Jury","High","EST",58.5953,25.0136
"Czech Republic",2019,"Norway",12,"Jury","High","NOR",60.472,8.4689
"Czech Republic",2019,"Spain",6,"Jury","Low","ESP",40.4637,-3.7492
"Czech Republic",2019,"Austria",3,"Jury","Low","AUT",47.5162,14.5501
"Czech Republic",2019,"United Kingdom",1,"Jury","Low","GBR",55.3781,-3.436
"Czech Republic",2019,"Italy",4,"Jury","Low","ITA",41.8719,12.5674
"Czech Republic",2019,"Hungary",12,"Jury","High","HUN",47.1625,19.5033
"Czech Republic",2019,"Moldova",8,"Jury","High","MDA",47.4116,28.3699
"Czech Republic",2019,"Armenia",3,"Jury","Low","ARM",40.0691,45.0382
"Czech Republic",2019,"Romania",8,"Jury","High","ROU",45.9432,24.9668
"Czech Republic",2019,"Australia",5,"Jury","Low","AUS",-25.2744,133.7751
"Czech Republic",2019,"Belgium",5,"Jury","Low","BEL",50.5039,4.4699
"Czech Republic",2019,"Sweden",1,"Jury","Low","SWE",60.1282,18.6435
"Czech Republic",2019,"Croatia",7,"Jury","Low","HRV",45.1,15.2
"Czech Republic",2019,"Lithuania",7,"Jury","Low","LTU",55.1694,23.8813
"Czech Republic",2019,"Serbia",4,"Jury","Low","SRB",44.0165,20.907
"Czech Republic",2019,"Iceland",6,"Jury","Low","ISL",64.9631,-19.0208
"Czech Republic",2019,"Georgia",12,"Jury","High","GEO",42.3154,43.3569
"Czech Republic",2019,"Latvia",3,"Jury","Low","LVA",56.8796,24.6032
"Czech Republic",2019,"France",3,"Jury","Low","FRA",46.6034,2.2137
"Czech Republic",2019,"Finland",4,"Jury","Low","FIN",61.9241,25.7482
"Czech Republic",2019,"Slovenia",12,"Jury","High","SVN",46.1512,14.9955
"Czech Republic",2019,"Israel",1,"Jury","Low","ISR",31.0461,34.8516
"Germany",2019,"Ireland",2,"Jury","Low","IRL",53.4129,-8.2439
"Germany",2019,"Australia",3,"Jury","Low","AUS",-25.2744,133.7751
"Germany",2019,"Lithuania",5,"Jury","Low","LTU",55.1694,23.8813
"Germany",2019,"Denmark",8,"Jury","High","DNK",56.2639,9.5018
"Germany",2019,"Switzerland",6,"Jury","Low","CHE",46.8182,8.2275
"Russia",2019,"Azerbaijan",12,"Jury","High","AZE",40.1431,47.5769
"Russia",2019,"Malta",10,"Jury","High","MLT",35.9375,14.3754
"Russia",2019,"North Macedonia",6,"Jury","Low","MKD",41.6086,21.7453
"Russia",2019,"San Marino",10,"Jury","High","SMR",43.9334,12.4578
"Russia",2019,"Netherlands",5,"Jury","Low","NLD",52.1326,5.2913
"Russia",2019,"Montenegro",10,"Jury","High","MNE",42.7087,19.3744
"Russia",2019,"Estonia",6,"Jury","Low","EST",58.5953,25.0136
"Russia",2019,"Spain",2,"Jury","Low","ESP",40.4637,-3.7492
"Russia",2019,"United Kingdom",4,"Jury","Low","GBR",55.3781,-3.436
"Russia",2019,"Albania",1,"Jury","Low","ALB",41.1533,20.1683
"Russia",2019,"Moldova",5,"Jury","Low","MDA",47.4116,28.3699
"Russia",2019,"Ireland",3,"Jury","Low","IRL",53.4129,-8.2439
"Russia",2019,"Belarus",1,"Jury","Low","BLR",53.9006,27.5766
"Russia",2019,"Armenia",5,"Jury","Low","ARM",40.0691,45.0382
"Russia",2019,"Romania",6,"Jury","Low","ROU",45.9432,24.9668
"Russia",2019,"Cyprus",10,"Jury","High","CYP",35.1264,33.4299
"Russia",2019,"Australia",4,"Jury","Low","AUS",-25.2744,133.7751
"Russia",2019,"Sweden",3,"Jury","Low","SWE",60.1282,18.6435
"Russia",2019,"Croatia",2,"Jury","Low","HRV",45.1,15.2
"Russia",2019,"Lithuania",1,"Jury","Low","LTU",55.1694,23.8813
"Russia",2019,"Greece",10,"Jury","High","GRC",39.0742,21.8243
"Russia",2019,"Latvia",4,"Jury","Low","LVA",56.8796,24.6032
"Russia",2019,"Denmark",3,"Jury","Low","DNK",56.2639,9.5018
"Russia",2019,"Switzerland",3,"Jury","Low","CHE",46.8182,8.2275
"Denmark",2019,"Netherlands",7,"Jury","Low","NLD",52.1326,5.2913
"Denmark",2019,"Montenegro",3,"Jury","Low","MNE",42.7087,19.3744
"Denmark",2019,"Estonia",2,"Jury","Low","EST",58.5953,25.0136
"Denmark",2019,"Poland",5,"Jury","Low","POL",51.9194,19.1451
"Denmark",2019,"Norway",4,"Jury","Low","NOR",60.472,8.4689
"Denmark",2019,"United Kingdom",3,"Jury","Low","GBR",55.3781,-3.436
"Denmark",2019,"Italy",12,"Jury","High","ITA",41.8719,12.5674
"Denmark",2019,"Hungary",6,"Jury","Low","HUN",47.1625,19.5033
"Denmark",2019,"Moldova",4,"Jury","Low","MDA",47.4116,28.3699
"Denmark",2019,"Germany",1,"Jury","Low","DEU",51.1657,10.4515
"Denmark",2019,"Belgium",1,"Jury","Low","BEL",50.5039,4.4699
"Denmark",2019,"Serbia",2,"Jury","Low","SRB",44.0165,20.907
"Denmark",2019,"Georgia",7,"Jury","Low","GEO",42.3154,43.3569
"Denmark",2019,"Latvia",7,"Jury","Low","LVA",56.8796,24.6032
"Denmark",2019,"France",1,"Jury","Low","FRA",46.6034,2.2137
"Denmark",2019,"Slovenia",4,"Jury","Low","SVN",46.1512,14.9955
"San Marino",2019,"Malta",1,"Jury","Low","MLT",35.9375,14.3754
"San Marino",2019,"Russia",5,"Jury","Low","RUS",61.524,105.3188
"San Marino",2019,"Greece",6,"Jury","Low","GRC",39.0742,21.8243
"North Macedonia",2019,"Portugal",5,"Jury","Low","PRT",39.3999,-8.2245
"North Macedonia",2019,"Azerbaijan",8,"Jury","High","AZE",40.1431,47.5769
"North Macedonia",2019,"Malta",3,"Jury","Low","MLT",35.9375,14.3754
"North Macedonia",2019,"San Marino",1,"Jury","Low","SMR",43.9334,12.4578
"North Macedonia",2019,"Netherlands",3,"Jury","Low","NLD",52.1326,5.2913
"North Macedonia",2019,"Montenegro",7,"Jury","Low","MNE",42.7087,19.3744
"North Macedonia",2019,"Poland",8,"Jury","High","POL",51.9194,19.1451
"North Macedonia",2019,"Norway",10,"Jury","High","NOR",60.472,8.4689
"North Macedonia",2019,"Austria",12,"Jury","High","AUT",47.5162,14.5501
"North Macedonia",2019,"United Kingdom",12,"Jury","High","GBR",55.3781,-3.436
"North Macedonia",2019,"Italy",10,"Jury","High","ITA",41.8719,12.5674
"North Macedonia",2019,"Albania",12,"Jury","High","ALB",41.1533,20.1683
"North Macedonia",2019,"Hungary",10,"Jury","High","HUN",47.1625,19.5033
"North Macedonia",2019,"Moldova",12,"Jury","High","MDA",47.4116,28.3699
"North Macedonia",2019,"Ireland",5,"Jury","Low","IRL",53.4129,-8.2439
"North Macedonia",2019,"Belarus",10,"Jury","High","BLR",53.9006,27.5766
"North Macedonia",2019,"Armenia",10,"Jury","High","ARM",40.0691,45.0382
"North Macedonia",2019,"Romania",7,"Jury","Low","ROU",45.9432,24.9668
"North Macedonia",2019,"Australia",7,"Jury","Low","AUS",-25.2744,133.7751
"North Macedonia",2019,"Russia",4,"Jury","Low","RUS",61.524,105.3188
"North Macedonia",2019,"Germany",7,"Jury","Low","DEU",51.1657,10.4515
"North Macedonia",2019,"Croatia",10,"Jury","High","HRV",45.1,15.2
"North Macedonia",2019,"Serbia",12,"Jury","High","SRB",44.0165,20.907
"North Macedonia",2019,"Iceland",8,"Jury","High","ISL",64.9631,-19.0208
"North Macedonia",2019,"Greece",1,"Jury","Low","GRC",39.0742,21.8243
"North Macedonia",2019,"Latvia",8,"Jury","High","LVA",56.8796,24.6032
"North Macedonia",2019,"Czech Republic",7,"Jury","Low","CZE",49.8175,15.473
"North Macedonia",2019,"Denmark",10,"Jury","High","DNK",56.2639,9.5018
"North Macedonia",2019,"France",7,"Jury","Low","FRA",46.6034,2.2137
"North Macedonia",2019,"Finland",7,"Jury","Low","FIN",61.9241,25.7482
"North Macedonia",2019,"Switzerland",12,"Jury","High","CHE",46.8182,8.2275
"North Macedonia",2019,"Slovenia",2,"Jury","Low","SVN",46.1512,14.9955
"Sweden",2019,"Portugal",2,"Jury","Low","PRT",39.3999,-8.2245
"Sweden",2019,"Malta",5,"Jury","Low","MLT",35.9375,14.3754
"Sweden",2019,"Netherlands",12,"Jury","High","NLD",52.1326,5.2913
"Sweden",2019,"Estonia",12,"Jury","High","EST",58.5953,25.0136
"Sweden",2019,"Norway",8,"Jury","High","NOR",60.472,8.4689
