"Contestant","Year","Source_country","Points","Vote_type","Points_type","country_code","latitude","longitude"
"Poland",2022,"San Marino",4,"Jury","Low","SMR",43.9334,12.4578
"Poland",2022,"North Macedonia",2,"Jury","Low","MKD",41.6086,21.7453
"Poland",2022,"Malta",4,"Jury","Low","MLT",35.9375,14.3754
"Poland",2022,"Azerbaijan",2,"Jury","Low","AZE",40.1431,47.5769
"Poland",2022,"Israel",6,"Jury","Low","ISR",31.0461,34.8516
"Poland",2022,"Greece",10,"Jury","High","GRC",39.0742,21.8243
"Poland",2022,"France",8,"Jury","High","FRA",46.6034,2.2137
"Poland",2022,"Georgia",2,"Jury","Low","GEO",42.3154,43.3569
"Poland",2022,"United Kingdom",8,"Jury","High","GBR",55.3781,-3.436
"Serbia",2022,"North Macedonia",10,"Jury","High","MKD",41.6086,21.7453
"Serbia",2022,"Portugal",3,"Jury","Low","PRT",39.3999,-8.2245
"Serbia",2022,"Belgium",4,"Jury","Low","BEL",50.5039,4.4699
"Serbia",2022,"Cyprus",4,"Jury","Low","CYP",35.1264,33.4299
"Serbia",2022,"Spain",6,"Jury","Low","ESP",40.4637,-3.7492
"Serbia",2022,"Montenegro",12,"Jury","High","MNE",42.7087,19.3744
"Serbia",2022,"Ireland",5,"Jury","Low","IRL",53.4129,-8.2439
"Serbia",2022,"Slovenia",6,"Jury","Low","SVN",46.1512,14.9955
"Serbia",2022,"Croatia",12,"Jury","High","HRV",45.1,15.2
"Serbia",2022,"Lithuania",1,"Jury","Low","LTU",55.1694,23.8813
"Serbia",2022,"Finland",7,"Jury","Low","FIN",61.9241,25.7482
"Serbia",2022,"United Kingdom",1,"Jury","Low","GBR",55.3781,-3.436
"Serbia",2022,"Sweden",4,"Jury","Low","SWE",60.1282,18.6435
"Serbia",2022,"Australia",8,"Jury","High","AUS",-25.2744,133.7751
"Serbia",2022,"Italy",4,"Jury","Low","ITA",41.8719,12.5674
"Estonia",2022,"Malta",5,"Jury","Low","MLT",35.9375,14.3754
"Estonia",2022,"Moldova",5,"Jury","Low","MDA",47.4116,28.3699
"Estonia",2022,"Serbia",10,"Jury","High","SRB",44.0165,20.907
"Estonia",2022,"Armenia",3,"Jury","Low","ARM",40.0691,45.0382
"Estonia",2022,"United Kingdom",5,"Jury","Low","GBR",55.3781,-3.436
"Estonia",2022,"Sweden",6,"Jury","Low","SWE",60.1282,18.6435
"Estonia",2022,"Australia",1,"Jury","Low","AUS",-25.2744,133.7751
"Estonia",2022,"Czech Republic",8,"Jury","High","CZE",49.8175,15.473
"Austria",2023,"Netherlands",1,"Jury","Low","NLD",52.1326,5.2913
"Austria",2023,"Malta",1,"Jury","Low","MLT",35.9375,14.3754
"Austria",2023,"San Marino",6,"Jury","Low","SMR",43.9334,12.4578
"Austria",2023,"France",10,"Jury","High","FRA",46.6034,2.2137
"Austria",2023,"Finland",2,"Jury","Low","FIN",61.9241,25.7482
"Austria",2023,"Belgium",12,"Jury","High","BEL",50.5039,4.4699
"Austria",2023,"Germany",2,"Jury","Low","DEU",51.1657,10.4515
"Austria",2023,"Armenia",2,"Jury","Low","ARM",40.0691,45.0382
"Austria",2023,"Iceland",8,"Jury","High","ISL",64.9631,-19.0208
"Austria",2023,"Serbia",6,"Jury","Low","SRB",44.0165,20.907
"Austria",2023,"Cyprus",10,"Jury","High","CYP",35.1264,33.4299
"Austria",2023,"Switzerland",7,"Jury","Low","CHE",46.8182,8.2275
"Austria",2023,"Australia",6,"Jury","Low","AUS",-25.2744,133.7751
"Austria",2023,"Denmark",7,"Jury","Low","DNK",56.2639,9.5018
"Austria",2023,"Israel",6,"Jury","Low","ISR",31.0461,34.8516
"Austria",2023,"Slovenia",3,"Jury","Low","SVN",46.1512,14.9955
"Austria",2023,"Greece",7,"Jury","Low","GRC",39.0742,21.8243
"Austria",2023,"Lithuania",8,"Jury","High","LTU",55.1694,23.8813
"Portugal",2023,"Netherlands",5,"Jury","Low","NLD",52.1326,5.2913
"Portugal",2023,"Malta",3,"Jury","Low","MLT",35.9375,14.3754
"Portugal",2023,"Moldova",8,"Jury","High","MDA",47.4116,28.3699
"Portugal",2023,"France",5,"Jury","Low","FRA",46.6034,2.2137
"Portugal",2023,"Finland",3,"Jury","Low","FIN",61.9241,25.7482
"Portugal",2023,"Croatia",1,"Jury","Low","HRV",45.1,15.2
"Portugal",2023,"Australia",2,"Jury","Low","AUS",-25.2744,133.7751
"Portugal",2023,"Spain",6,"Jury","Low","ESP",40.4637,-3.7492
"Portugal",2023,"Greece",10,"Jury","High","GRC",39.0742,21.8243
"Switzerland",2023,"Italy",4,"Jury","Low","ITA",41.8719,12.5674
"Switzerland",2023,"Netherlands",6,"Jury","Low","NLD",52.1326,5.2913
"Switzerland",2023,"Malta",6,"Jury","Low","MLT",35.9375,14.3754
"Switzerland",2023,"Azerbaijan",4,"Jury","Low","AZE",40.1431,47.5769
"Switzerland",2023,"Austria",4,"Jury","Low","AUT",47.5162,14.5501
"Switzerland",2023,"France",3,"Jury","Low","FRA",46.6034,2.2137
"Switzerland",2023,"Finland",10,"Jury","High","FIN",61.9241,25.7482
"Switzerland",2023,"Portugal",2,"Jury","Low","PRT",39.3999,-8.2245
"Switzerland",2023,"Poland",2,"Jury","Low","POL",51.9194,19.1451
"Switzerland",2023,"Cyprus",2,"Jury","Low","CYP",35.1264,33.4299
"Switzerland",2023,"Norway",2,"Jury","Low","NOR",60.472,8.4689
"Switzerland",2023,"Sweden",6,"Jury","Low","SWE",60.1282,18.6435
"Switzerland",2023,"Slovenia",1,"Jury","Low","SVN",46.1512,14.9955
"Switzerland",2023,"Greece",2,"Jury","Low","GRC",39.0742,21.8243
"Switzerland",2023,"Albania",7,"Jury","Low","ALB",41.1533,20.1683
"Poland",2023,"Ukraine",6,"Jury","Low","UKR",48.3794,31.1656
"Poland",2023,"Belgium",2,"Jury","Low","BEL",50.5039,4.4699
"Poland",2023,"Armenia",1,"Jury","Low","ARM",40.0691,45.0382
"Poland",2023,"Romania",1,"Jury","Low","ROU",45.9432,24.9668
"Poland",2023,"Israel",2,"Jury","Low","ISR",31.0461,34.8516
"Serbia",2023,"Italy",1,"Jury","Low","ITA",41.8719,12.5674
"Serbia",2023,"Germany",3,"Jury","Low","DEU",51.1657,10.4515
"Serbia",2023,"Portugal",4,"Jury","Low","PRT",39.3999,-8.2245
"Serbia",2023,"Croatia",4,"Jury","Low","HRV",45.1,15.2
"Serbia",2023,"Iceland",1,"Jury","Low","ISL",64.9631,-19.0208
"Serbia",2023,"Greece",1,"Jury","Low","GRC",39.0742,21.8243
"France",2023,"Netherlands",3,"Jury","Low","NLD",52.1326,5.2913
"France",2023,"Ireland",5,"Jury","Low","IRL",53.4129,-8.2439
"France",2023,"Finland",7,"Jury","Low","FIN",61.9241,25.7482
"France",2023,"Belgium",1,"Jury","Low","BEL",50.5039,4.4699
"France",2023,"Armenia",7,"Jury","Low","ARM",40.0691,45.0382
"France",2023,"Serbia",4,"Jury","Low","SRB",44.0165,20.907
"France",2023,"Denmark",6,"Jury","Low","DNK",56.2639,9.5018
"France",2023,"Spain",5,"Jury","Low","ESP",40.4637,-3.7492
"France",2023,"Sweden",10,"Jury","High","SWE",60.1282,18.6435
"France",2023,"Lithuania",6,"Jury","Low","LTU",55.1694,23.8813
"Cyprus",2023,"Latvia",6,"Jury","Low","LVA",56.8796,24.6032
"Cyprus",2023,"Malta",5,"Jury","Low","MLT",35.9375,14.3754
"Cyprus",2023,"Moldova",4,"Jury","Low","MDA",47.4116,28.3699
"Cyprus",2023,"Austria",2,"Jury","Low","AUT",47.5162,14.5501
"Cyprus",2023,"Finland",1,"Jury","Low","FIN",61.9241,25.7482
"Cyprus",2023,"Armenia",5,"Jury","Low","ARM",40.0691,45.0382
"Cyprus",2023,"Poland",10,"Jury","High","POL",51.9194,19.1451
"Cyprus",2023,"Romania",6,"Jury","Low","ROU",45.9432,24.9668
"Cyprus",2023,"Norway",7,"Jury","Low","NOR",60.472,8.4689
"Cyprus",2023,"Australia",3,"Jury","Low","AUS",-25.2744,133.7751
"Cyprus",2023,"Denmark",5,"Jury","Low","DNK",56.2639,9.5018
"Cyprus",2023,"Israel",1,"Jury","Low","ISR",31.0461,34.8516
"Cyprus",2023,"Sweden",1,"Jury","Low","SWE",60.1282,18.6435
"Cyprus",2023,"Georgia",3,"Jury","Low","GEO",42.3154,43.3569
"Cyprus",2023,"Greece",4,"Jury","Low","GRC",39.0742,21.8243
"Cyprus",2023,"Albania",4,"Jury","Low","ALB",41.1533,20.1683
"Cyprus",2023,"Lithuania",1,"Jury","Low","LTU",55.1694,23.8813
"Spain",2023,"Latvia",8,"Jury","High","LVA",56.8796,24.6032
"Spain",2023,"Netherlands",7,"Jury","Low","NLD",52.1326,5.2913
"Spain",2023,"Moldova",3,"Jury","Low","MDA",47.4116,28.3699
"Spain",2023,"San Marino",2,"Jury","Low","SMR",43.9334,12.4578
"Spain",2023,"Azerbaijan",7,"Jury","Low","AZE",40.1431,47.5769
"Spain",2023,"Belgium",6,"Jury","Low","BEL",50.5039,4.4699
"Spain",2023,"Germany",7,"Jury","Low","DEU",51.1657,10.4515
"Spain",2023,"Portugal",10,"Jury","High","PRT",39.3999,-8.2245
"Spain",2023,"Croatia",6,"Jury","Low","HRV",45.1,15.2
"Spain",2023,"Estonia",2,"Jury","Low","EST",58.5953,25.0136
"Spain",2023,"Armenia",6,"Jury","Low","ARM",40.0691,45.0382
"Spain",2023,"Iceland",3,"Jury","Low","ISL",64.9631,-19.0208
"Spain",2023,"Serbia",3,"Jury","Low","SRB",44.0165,20.907
"Spain",2023,"Cyprus",6,"Jury","Low","CYP",35.1264,33.4299
"Spain",2023,"Norway",1,"Jury","Low","NOR",60.472,8.4689
"Spain",2023,"Switzerland",3,"Jury","Low","CHE",46.8182,8.2275
"Spain",2023,"Australia",4,"Jury","Low","AUS",-25.2744,133.7751
"Spain",2023,"Czechia",3,"Jury","Low","CZE",49.8175,15.473
"Spain",2023,"Slovenia",2,"Jury","Low","SVN",46.1512,14.9955
"Spain",2023,"Albania",1,"Jury","Low","ALB",41.1533,20.1683
"Spain",2023,"United Kingdom",5,"Jury","Low","GBR",55.3781,-3.436
"Sweden",2023,"Ukraine",12,"Jury","High","UKR",48.3794,31.1656
"Sweden",2023,"Italy",8,"Jury","High","ITA",41.8719,12.5674
"Sweden",2023,"Latvia",10,"Jury","High","LVA",56.8796,24.6032
"Sweden",2023,"Netherlands",12,"Jury","High","NLD",52.1326,5.2913
"Sweden",2023,"Malta",12,"Jury","High","MLT",35.9375,14.3754
"Sweden",2023,"Moldova",12,"Jury","High","MDA",47.4116,28.3699
"Sweden",2023,"Ireland",12,"Jury","High","IRL",53.4129,-8.2439
"Sweden",2023,"San Marino",4,"Jury","Low","SMR",43.9334,12.4578
"Sweden",2023,"Azerbaijan",10,"Jury","High","AZE",40.1431,47.5769
"Sweden",2023,"Austria",10,"Jury","High","AUT",47.5162,14.5501
"Sweden",2023,"France",6,"Jury","Low","FRA",46.6034,2.2137
"Sweden",2023,"Finland",12,"Jury","High","FIN",61.9241,25.7482
"Sweden",2023,"Belgium",8,"Jury","High","BEL",50.5039,4.4699
"Sweden",2023,"Germany",12,"Jury","High","DEU",51.1657,10.4515
"Sweden",2023,"Portugal",5,"Jury","Low","PRT",39.3999,-8.2245
"Sweden",2023,"Croatia",10,"Jury","High","HRV",45.1,15.2
"Sweden",2023,"Estonia",12,"Jury","High","EST",58.5953,25.0136
"Sweden",2023,"Armenia",10,"Jury","High","ARM",40.0691,45.0382
"Sweden",2023,"Poland",7,"Jury","Low","POL",51.9194,19.1451
"Sweden",2023,"Romania",10,"Jury","High","ROU",45.9432,24.9668
"Sweden",2023,"Iceland",7,"Jury","Low","ISL",64.9631,-19.0208
"Sweden",2023,"Serbia",5,"Jury","Low","SRB",44.0165,20.907
"Sweden",2023,"Cyprus",12,"Jury","High","CYP",35.1264,33.4299
"Sweden",2023,"Norway",10,"Jury","High","NOR",60.472,8.4689
"Sweden",2023,"Switzerland",6,"Jury","Low","CHE",46.8182,8.2275
"Sweden",2023,"Australia",7,"Jury","Low","AUS",-25.2744,133.7751
"Sweden",2023,"Denmark",12,"Jury","High","DNK",56.2639,9.5018
"Sweden",2023,"Spain",12,"Jury","High","ESP",40.4637,-3.7492
"Sweden",2023,"Israel",12,"Jury","High","ISR",31.0461,34.8516
"Sweden",2023,"Georgia",4,"Jury","Low","GEO",42.3154,43.3569
"Sweden",2023,"Czechia",10,"Jury","High","CZE",49.8175,15.473
"Sweden",2023,"Slovenia",7,"Jury","Low","SVN",46.1512,14.9955
"Sweden",2023,"Greece",6,"Jury","Low","GRC",39.0742,21.8243
"Sweden",2023,"Albania",12,"Jury","High","ALB",41.1533,20.1683
"Sweden",2023,"Lithuania",12,"Jury","High","LTU",55.1694,23.8813
"Sweden",2023,"United Kingdom",12,"Jury","High","GBR",55.3781,-3.436
"Albania",2023,"Moldova",1,"Jury","Low","MDA",47.4116,28.3699
"Albania",2023,"Azerbaijan",8,"Jury","High","AZE",40.1431,47.5769
"Albania",2023,"Romania",5,"Jury","Low","ROU",45.9432,24.9668
"Albania",2023,"Greece",3,"Jury","Low","GRC",39.0742,21.8243
"Italy",2023,"Ukraine",2,"Jury","Low","UKR",48.3794,31.1656
"Italy",2023,"Latvia",3,"Jury","Low","LVA",56.8796,24.6032
"Italy",2023,"Malta",10,"Jury","High","MLT",35.9375,14.3754
"Italy",2023,"Moldova",10,"Jury","High","MDA",47.4116,28.3699
"Italy",2023,"San Marino",12,"Jury","High","SMR",43.9334,12.4578
"Italy",2023,"Azerbaijan",6,"Jury","Low","AZE",40.1431,47.5769
"Italy",2023,"Austria",12,"Jury","High","AUT",47.5162,14.5501
"Italy",2023,"France",2,"Jury","Low","FRA",46.6034,2.2137
"Italy",2023,"Finland",6,"Jury","Low","FIN",61.9241,25.7482
"Italy",2023,"Belgium",7,"Jury","Low","BEL",50.5039,4.4699
"Italy",2023,"Germany",4,"Jury","Low","DEU",51.1657,10.4515
"Italy",2023,"Croatia",12,"Jury","High","HRV",45.1,15.2
"Italy",2023,"Estonia",5,"Jury","Low","EST",58.5953,25.0136
"Italy",2023,"Poland",6,"Jury","Low","POL",51.9194,19.1451
"Italy",2023,"Romania",12,"Jury","High","ROU",45.9432,24.9668
"Italy",2023,"Serbia",2,"Jury","Low","SRB",44.0165,20.907
"Italy",2023,"Cyprus",5,"Jury","Low","CYP",35.1264,33.4299
"Italy",2023,"Norway",6,"Jury","Low","NOR",60.472,8.4689
"Italy",2023,"Switzerland",8,"Jury","High","CHE",46.8182,8.2275
"Italy",2023,"Australia",1,"Jury","Low","AUS",-25.2744,133.7751
"Italy",2023,"Spain",10,"Jury","High","ESP",40.4637,-3.7492
"Italy",2023,"Sweden",7,"Jury","Low","SWE",60.1282,18.6435
"Italy",2023,"Georgia",8,"Jury","High","GEO",42.3154,43.3569
"Italy",2023,"Czechia",4,"Jury","Low","CZE",49.8175,15.473
"Italy",2023,"Slovenia",12,"Jury","High","SVN",46.1512,14.9955
"Italy",2023,"Albania",2,"Jury","Low","ALB",41.1533,20.1683
"Italy",2023,"United Kingdom",2,"Jury","Low","GBR",55.3781,-3.436
"Estonia",2023,"Ukraine",5,"Jury","Low","UKR",48.3794,31.1656
"Estonia",2023,"Italy",6,"Jury","Low","ITA",41.8719,12.5674
"Estonia",2023,"Latvia",12,"Jury","High","LVA",56.8796,24.6032
"Estonia",2023,"Moldova",7,"Jury","Low","MDA",47.4116,28.3699
"Estonia",2023,"San Marino",10,"Jury","High","SMR",43.9334,12.4578
"Estonia",2023,"Azerbaijan",1,"Jury","Low","AZE",40.1431,47.5769
"Estonia",2023,"Germany",10,"Jury","High","DEU",51.1657,10.4515
"Estonia",2023,"Portugal",8,"Jury","High","PRT",39.3999,-8.2245
"Estonia",2023,"Croatia",3,"Jury","Low","HRV",45.1,15.2
"Estonia",2023,"Poland",8,"Jury","High","POL",51.9194,19.1451
"Estonia",2023,"Romania",8,"Jury","High","ROU",45.9432,24.9668
"Estonia",2023,"Switzerland",10,"Jury","High","CHE",46.8182,8.2275
"Estonia",2023,"Australia",8,"Jury","High","AUS",-25.2744,133.7751
"Estonia",2023,"Spain",7,"Jury","Low","ESP",40.4637,-3.7492
"Estonia",2023,"Israel",5,"Jury","Low","ISR",31.0461,34.8516
"Estonia",2023,"Sweden",2,"Jury","Low","SWE",60.1282,18.6435
"Estonia",2023,"Georgia",5,"Jury","Low","GEO",42.3154,43.3569
"Estonia",2023,"Czechia",2,"Jury","Low","CZE",49.8175,15.473
"Estonia",2023,"Slovenia",10,"Jury","High","SVN",46.1512,14.9955
"Estonia",2023,"Albania",8,"Jury","High","ALB",41.1533,20.1683
"Estonia",2023,"Lithuania",5,"Jury","Low","LTU",55.1694,23.8813
"Estonia",2023,"United Kingdom",6,"Jury","Low","GBR",55.3781,-3.436
"Finland",2023,"Netherlands",10,"Jury","High","NLD",52.1326,5.2913
"Finland",2023,"Malta",8,"Jury","High","MLT",35.9375,14.3754
"Finland",2023,"Ireland",8,"Jury","High","IRL",53.4129,-8.2439
"Finland",2023,"Azerbaijan",3,"Jury","Low","AZE",40.1431,47.5769
"Finland",2023,"Austria",8,"Jury","High","AUT",47.5162,14.5501
"Finland",2023,"France",8,"Jury","High","FRA",46.6034,2.2137
"Finland",2023,"Belgium",5,"Jury","Low","BEL",50.5039,4.4699
"Finland",2023,"Croatia",7,"Jury","Low","HRV",45.1,15.2
"Finland",2023,"Estonia",10,"Jury","High","EST",58.5953,25.0136
"Finland",2023,"Armenia",8,"Jury","High","ARM",40.0691,45.0382
"Finland",2023,"Iceland",10,"Jury","High","ISL",64.9631,-19.0208
"Finland",2023,"Serbia",7,"Jury","Low","SRB",44.0165,20.907
"Finland",2023,"Cyprus",3,"Jury","Low","CYP",35.1264,33.4299
"Finland",2023,"Norway",12,"Jury","High","NOR",60.472,8.4689
"Finland",2023,"Australia",5,"Jury","Low","AUS",-25.2744,133.7751
"Finland",2023,"Denmark",8,"Jury","High","DNK",56.2639,9.5018
"Finland",2023,"Spain",1,"Jury","Low","ESP",40.4637,-3.7492
"Finland",2023,"Israel",8,"Jury","High","ISR",31.0461,34.8516
"Finland",2023,"Sweden",12,"Jury","High","SWE",60.1282,18.6435
"Finland",2023,"Georgia",1,"Jury","Low","GEO",42.3154,43.3569
"Finland",2023,"Czechia",5,"Jury","Low","CZE",49.8175,15.473
"Finland",2023,"Lithuania",3,"Jury","Low","LTU",55.1694,23.8813
"Czech Republic",2023,"Ukraine",7,"Jury","Low","UKR",48.3794,31.1656
"Czech Republic",2023,"Italy",7,"Jury","Low","ITA",41.8719,12.5674
"Czech Republic",2023,"Netherlands",8,"Jury","High","NLD",52.1326,5.2913
"Czech Republic",2023,"Ireland",3,"Jury","Low","IRL",53.4129,-8.2439
"Czech Republic",2023,"Austria",5,"Jury","Low","AUT",47.5162,14.5501
"Czech Republic",2023,"France",4,"Jury","Low","FRA",46.6034,2.2137
"Czech Republic",2023,"Finland",8,"Jury","High","FIN",61.9241,25.7482
"Czech Republic",2023,"Belgium",3,"Jury","Low","BEL",50.5039,4.4699
"Czech Republic",2023,"Germany",5,"Jury","Low","DEU",51.1657,10.4515
"Czech Republic",2023,"Portugal",7,"Jury","Low","PRT",39.3999,-8.2245
"Czech Republic",2023,"Iceland",6,"Jury","Low","ISL",64.9631,-19.0208
"Czech Republic",2023,"Serbia",1,"Jury","Low","SRB",44.0165,20.907
"Czech Republic",2023,"Cyprus",1,"Jury","Low","CYP",35.1264,33.4299
"Czech Republic",2023,"Norway",4,"Jury","Low","NOR",60.472,8.4689
"Czech Republic",2023,"Switzerland",12,"Jury","High","CHE",46.8182,8.2275
"Czech Republic",2023,"Israel",4,"Jury","Low","ISR",31.0461,34.8516
"Czech Republic",2023,"Sweden",3,"Jury","Low","SWE",60.1282,18.6435
"Czech Republic",2023,"Slovenia",6,"Jury","Low","SVN",46.1512,14.9955
"Australia",2023,"Ukraine",8,"Jury","High","UKR",48.3794,31.1656
"Australia",2023,"Moldova",5,"Jury","Low","MDA",47.4116,28.3699
"Australia",2023,"Ireland",4,"Jury","Low","IRL",53.4129,-8.2439
"Australia",2023,"San Marino",5,"Jury","Low","SMR",43.9334,12.4578
"Australia",2023,"Azerbaijan",5,"Jury","Low","AZE",40.1431,47.5769
"Australia",2023,"Belgium",4,"Jury","Low","BEL",50.5039,4.4699
"Australia",2023,"Germany",8,"Jury","High","DEU",51.1657,10.4515
"Australia",2023,"Portugal",12,"Jury","High","PRT",39.3999,-8.2245
"Australia",2023,"Estonia",8,"Jury","High","EST",58.5953,25.0136
"Australia",2023,"Poland",4,"Jury","Low","POL",51.9194,19.1451
"Australia",2023,"Romania",3,"Jury","Low","ROU",45.9432,24.9668
"Australia",2023,"Iceland",12,"Jury","High","ISL",64.9631,-19.0208
"Australia",2023,"Cyprus",8,"Jury","High","CYP",35.1264,33.4299
"Australia",2023,"Norway",5,"Jury","Low","NOR",60.472,8.4689
"Australia",2023,"Switzerland",2,"Jury","Low","CHE",46.8182,8.2275
"Australia",2023,"Denmark",2,"Jury","Low","DNK",56.2639,9.5018
"Australia",2023,"Georgia",2,"Jury","Low","GEO",42.3154,43.3569
"Australia",2023,"Czechia",7,"Jury","Low","CZE",49.8175,15.473
"Australia",2023,"Slovenia",4,"Jury","Low","SVN",46.1512,14.9955
"Australia",2023,"Greece",5,"Jury","Low","GRC",39.0742,21.8243
"Australia",2023,"Albania",3,"Jury","Low","ALB",41.1533,20.1683
"Australia",2023,"Lithuania",4,"Jury","Low","LTU",55.1694,23.8813
"Australia",2023,"United Kingdom",10,"Jury","High","GBR",55.3781,-3.436
"Belgium",2023,"Italy",2,"Jury","Low","ITA",41.8719,12.5674
"Belgium",2023,"Latvia",2,"Jury","Low","LVA",56.8796,24.6032
"Belgium",2023,"Netherlands",4,"Jury","Low","NLD",52.1326,5.2913
"Belgium",2023,"Ireland",10,"Jury","High","IRL",53.4129,-8.2439
"Belgium",2023,"San Marino",7,"Jury","Low","SMR",43.9334,12.4578
"Belgium",2023,"Austria",3,"Jury","Low","AUT",47.5162,14.5501
"Belgium",2023,"Finland",5,"Jury","Low","FIN",61.9241,25.7482
"Belgium",2023,"Portugal",6,"Jury","Low","PRT",39.3999,-8.2245
"Belgium",2023,"Estonia",6,"Jury","Low","EST",58.5953,25.0136
"Belgium",2023,"Poland",5,"Jury","Low","POL",51.9194,19.1451
"Belgium",2023,"Romania",2,"Jury","Low","ROU",45.9432,24.9668
"Belgium",2023,"Iceland",5,"Jury","Low","ISL",64.9631,-19.0208
"Belgium",2023,"Australia",12,"Jury","High","AUS",-25.2744,133.7751
"Belgium",2023,"Denmark",3,"Jury","Low","DNK",56.2639,9.5018
"Belgium",2023,"Spain",4,"Jury","Low","ESP",40.4637,-3.7492
"Belgium",2023,"Israel",3,"Jury","Low","ISR",31.0461,34.8516
"Belgium",2023,"Georgia",12,"Jury","High","GEO",42.3154,43.3569
"Belgium",2023,"Slovenia",5,"Jury","Low","SVN",46.1512,14.9955
"Belgium",2023,"Greece",12,"Jury","High","GRC",39.0742,21.8243
"Belgium",2023,"Albania",5,"Jury","Low","ALB",41.1533,20.1683
"Belgium",2023,"Lithuania",7,"Jury","Low","LTU",55.1694,23.8813
"Belgium",2023,"United Kingdom",7,"Jury","Low","GBR",55.3781,-3.436
"Armenia",2023,"Italy",5,"Jury","Low","ITA",41.8719,12.5674
"Armenia",2023,"Latvia",1,"Jury","Low","LVA",56.8796,24.6032
"Armenia",2023,"Moldova",2,"Jury","Low","MDA",47.4116,28.3699
"Armenia",2023,"Ireland",6,"Jury","Low","IRL",53.4129,-8.2439
"Armenia",2023,"Austria",1,"Jury","Low","AUT",47.5162,14.5501
"Armenia",2023,"France",7,"Jury","Low","FRA",46.6034,2.2137
"Armenia",2023,"Estonia",3,"Jury","Low","EST",58.5953,25.0136
"Armenia",2023,"Poland",1,"Jury","Low","POL",51.9194,19.1451
"Armenia",2023,"Cyprus",4,"Jury","Low","CYP",35.1264,33.4299
"Armenia",2023,"Switzerland",5,"Jury","Low","CHE",46.8182,8.2275
"Armenia",2023,"Spain",3,"Jury","Low","ESP",40.4637,-3.7492
"Armenia",2023,"Georgia",10,"Jury","High","GEO",42.3154,43.3569
"Armenia",2023,"Czechia",8,"Jury","High","CZE",49.8175,15.473
"Armenia",2023,"Albania",10,"Jury","High","ALB",41.1533,20.1683
"Armenia",2023,"United Kingdom",3,"Jury","Low","GBR",55.3781,-3.436
"Moldova",2023,"San Marino",3,"Jury","Low","SMR",43.9334,12.4578
"Moldova",2023,"Croatia",2,"Jury","Low","HRV",45.1,15.2
"Moldova",2023,"Romania",7,"Jury","Low","ROU",45.9432,24.9668
"Moldova",2023,"Norway",8,"Jury","High","NOR",60.472,8.4689
"Ukraine",2023,"Italy",10,"Jury","High","ITA",41.8719,12.5674
"Ukraine",2023,"Latvia",4,"Jury","Low","LVA",56.8796,24.6032
"Ukraine",2023,"Moldova",6,"Jury","Low","MDA",47.4116,28.3699
"Ukraine",2023,"Azerbaijan",2,"Jury","Low","AZE",40.1431,47.5769
"Ukraine",2023,"France",1,"Jury","Low","FRA",46.6034,2.2137
"Ukraine",2023,"Estonia",7,"Jury","Low","EST",58.5953,25.0136
"Ukraine",2023,"Armenia",3,"Jury","Low","ARM",40.0691,45.0382
"Ukraine",2023,"Israel",7,"Jury","Low","ISR",31.0461,34.8516
"Ukraine",2023,"Czechia",12,"Jury","High","CZE",49.8175,15.473
"Ukraine",2023,"Lithuania",2,"Jury","Low","LTU",55.1694,23.8813
"Norway",2023,"Malta",2,"Jury","Low","MLT",35.9375,14.3754
"Norway",2023,"San Marino",1,"Jury","Low","SMR",43.9334,12.4578
"Norway",2023,"Germany",6,"Jury","Low","DEU",51.1657,10.4515
"Norway",2023,"Portugal",1,"Jury","Low","PRT",39.3999,-8.2245
"Norway",2023,"Armenia",4,"Jury","Low","ARM",40.0691,45.0382
"Norway",2023,"Iceland",4,"Jury","Low","ISL",64.9631,-19.0208
"Norway",2023,"Switzerland",4,"Jury","Low","CHE",46.8182,8.2275
"Norway",2023,"Denmark",10,"Jury","High","DNK",56.2639,9.5018
"Norway",2023,"Spain",2,"Jury","Low","ESP",40.4637,-3.7492
"Norway",2023,"Israel",10,"Jury","High","ISR",31.0461,34.8516
"Norway",2023,"Sweden",8,"Jury","High","SWE",60.1282,18.6435
"Germany",2023,"Iceland",2,"Jury","Low","ISL",64.9631,-19.0208
"Germany",2023,"Czechia",1,"Jury","Low","CZE",49.8175,15.473
"Lithuania",2023,"Ukraine",10,"Jury","High","UKR",48.3794,31.1656
"Lithuania",2023,"Italy",3,"Jury","Low","ITA",41.8719,12.5674
"Lithuania",2023,"Latvia",7,"Jury","Low","LVA",56.8796,24.6032
"Lithuania",2023,"Malta",4,"Jury","Low","MLT",35.9375,14.3754
"Lithuania",2023,"Ireland",1,"Jury","Low","IRL",53.4129,-8.2439
"Lithuania",2023,"San Marino",8,"Jury","High","SMR",43.9334,12.4578
"Lithuania",2023,"Austria",7,"Jury","Low","AUT",47.5162,14.5501
"Lithuania",2023,"Germany",1,"Jury","Low","DEU",51.1657,10.4515
"Lithuania",2023,"Estonia",1,"Jury","Low","EST",58.5953,25.0136
"Lithuania",2023,"Poland",3,"Jury","Low","POL",51.9194,19.1451
"Lithuania",2023,"Australia",10,"Jury","High","AUS",-25.2744,133.7751
"Lithuania",2023,"Denmark",4,"Jury","Low","DNK",56.2639,9.5018
"Lithuania",2023,"Georgia",6,"Jury","Low","GEO",42.3154,43.3569
"Lithuania",2023,"Slovenia",8,"Jury","High","SVN",46.1512,14.9955
"Lithuania",2023,"United Kingdom",8,"Jury","High","GBR",55.3781,-3.436
